school,position,matches,sets,kills,kills_per_set,errors,total_attacks,hitting_percentage,assists,assists_per_set,service_aces,service_aces_per_set,reception,reception_errors,digs,digs_per_set,block_solo,block_assist,block_total,blocks_per_set,points,points_per_set
The Master's,OP,15,25,3,0.12,5,14,-.143,0,0.00,1,0.04,0,0,15,0.60,0,1,1,0.04,4.5,0.2
The Master's,S,25,96,18,0.19,10,63,.127,584,6.08,35,0.36,2,1,231,2.41,2,8,10,0.10,59.0,0.6
Texas Wesleyan,MB,22,62,95,1.53,33,228,.272,0,0.00,3,0.05,10,0,10,0.16,10,52,62,1.00,134.0,2.2
Texas Wesleyan,OH/DS,28,88,18,0.20,18,101,.000,37,0.42,20,0.23,378,24,259,2.94,0,2,2,0.02,39.0,0.4
Texas Wesleyan,MB,21,55,68,1.24,28,174,.230,6,0.11,0,0.00,3,1,22,0.40,6,31,37,0.67,89.5,1.6
Texas Wesleyan,RS,3,5,1,0.20,0,2,.500,3,0.60,0,0.00,3,0,1,0.20,0,0,0,0.00,1.0,0.2
Texas Wesleyan,S,18,44,1,0.02,0,3,.333,2,0.05,9,0.20,1,0,26,0.59,0,0,0,0.00,10.0,0.2
Texas Wesleyan,DS,28,93,5,0.05,1,26,.154,33,0.35,39,0.42,418,21,246,2.65,0,0,0,0.00,44.0,0.5
Texas Wesleyan,DS,25,81,7,0.09,1,17,.353,10,0.12,14,0.17,150,7,109,1.35,0,0,0,0.00,21.0,0.3
Texas Wesleyan,RS/MB,25,56,77,1.38,39,257,.148,1,0.02,0,0.00,5,0,22,0.39,3,21,24,0.43,90.5,1.6
Texas Wesleyan,MB/RS,18,29,16,0.55,9,48,.146,7,0.24,0,0.00,12,0,10,0.34,3,10,13,0.45,24.0,0.8
Texas Wesleyan,S,28,94,30,0.32,7,94,.245,727,7.73,29,0.31,14,2,252,2.68,1,8,9,0.10,64.0,0.7
Texas Wesleyan,S,23,72,4,0.06,2,17,.118,304,4.22,11,0.15,1,0,109,1.51,0,1,1,0.01,15.5,0.2
Texas Wesleyan,RS,27,90,217,2.41,64,630,.243,5,0.06,1,0.01,5,0,71,0.79,5,43,48,0.53,244.5,2.7
Texas Wesleyan,OH/DS,28,92,3,0.03,4,36,-.028,22,0.24,26,0.28,419,17,609,6.62,0,2,2,0.02,30.0,0.3
Texas Wesleyan,OH,25,79,202,2.56,107,598,.159,2,0.03,0,0.00,50,3,54,0.68,6,21,27,0.34,218.5,2.8
Texas Wesleyan,OH,20,59,116,1.97,60,377,.149,1,0.02,0,0.00,52,3,32,0.54,1,8,9,0.15,121.0,2.1
Texas Wesleyan,OH,20,56,136,2.43,79,431,.132,5,0.09,0,0.00,18,1,32,0.57,1,11,12,0.21,142.5,2.5
Texas Wesleyan,MB/RS,14,37,63,1.70,34,201,.144,1,0.03,0,0.00,1,0,13,0.35,0,12,12,0.32,69.0,1.9
Texas Wesleyan,MB/OH,27,84,160,1.90,61,385,.257,0,0.00,1,0.01,5,0,26,0.31,13,48,61,0.73,198.0,2.4
Thomas More,DS,27,101,3,0.03,5,37,-.054,64,0.63,38,0.38,451,25,552,5.47,0,0,0,0.00,41.0,0.4
Thomas More,DS,2,2,0,0.00,0,0,-,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Thomas More,MB,2,2,1,0.50,0,2,.500,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,1.0,0.5
Thomas More,MH,28,97,223,2.30,64,563,.282,8,0.08,0,0.00,1,0,25,0.26,32,63,95,0.98,286.5,3.0
Thomas More,MB,9,17,16,0.94,15,68,.015,0,0.00,1,0.06,4,1,6,0.35,0,0,0,0.00,17.0,1.0
Thomas More,DS,26,93,12,0.13,9,78,.038,19,0.20,25,0.27,245,13,179,1.92,1,3,4,0.04,39.5,0.4
Thomas More,OH,21,68,96,1.41,86,377,.027,5,0.07,0,0.00,53,3,27,0.40,3,15,18,0.26,106.5,1.6
Thomas More,OH,28,103,243,2.36,133,669,.164,9,0.09,21,0.20,4,0,62,0.60,19,48,67,0.65,307.0,3.0
Thomas More,DS,28,104,6,0.06,4,28,.071,19,0.18,29,0.28,357,22,284,2.73,0,0,0,0.00,35.0,0.3
Thomas More,S/RS,2,2,0,0.00,0,0,-,4,2.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Thomas More,MB/OH,25,85,203,2.39,109,658,.143,5,0.06,0,0.00,34,1,32,0.38,4,18,22,0.26,216.0,2.5
Thomas More,DS/S/RS,18,45,1,0.02,0,7,.143,4,0.09,9,0.20,96,8,88,1.96,0,0,0,0.00,10.0,0.2
Thomas More,DS,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Thomas More,N/A,2,2,0,0.00,0,0,-,3,1.50,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Thomas More,MB/RS,1,1,0,0.00,0,1,.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Thomas More,RS,28,99,241,2.43,106,732,.184,9,0.09,0,0.00,21,0,54,0.55,3,37,40,0.40,262.5,2.7
Thomas More,S,28,104,57,0.55,12,163,.276,1002,9.63,26,0.25,10,1,216,2.08,5,32,37,0.36,104.0,1.0
Thomas More,N/A,3,3,0,0.00,0,2,.000,0,0.00,0,0.00,0,0,2,0.67,0,0,0,0.00,0.0,0.0
Thomas More,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Thomas More,N/A,12,21,29,1.38,10,71,.268,0,0.00,2,0.10,2,0,1,0.05,3,2,5,0.24,35.0,1.7
Thomas More,DS,28,97,3,0.03,1,15,.133,20,0.21,30,0.31,287,25,215,2.22,0,0,0,0.00,33.0,0.3
Thomas More,N/A,14,46,115,2.50,51,315,.203,2,0.04,0,0.00,42,3,25,0.54,0,18,18,0.39,124.0,2.7
Thomas More,N/A,3,5,7,1.40,7,21,.000,0,0.00,0,0.00,0,0,1,0.20,1,0,1,0.20,7.0,1.4
Thomas More,N/A,1,1,5,5.00,0,6,.833,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,5.0,5.0
Thomas More,N/A,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trinity International,OH,32,115,315,2.74,151,975,.168,21,0.18,46,0.40,773,48,340,2.96,6,13,19,0.17,373.5,3.2
Trinity International,RS,31,102,138,1.35,91,468,.100,5,0.05,0,0.00,11,0,59,0.58,7,30,37,0.36,160.0,1.6
Trinity International,DS,31,113,2,0.02,1,28,.036,92,0.81,34,0.30,521,36,518,4.58,0,1,1,0.01,36.5,0.3
Trinity International,DS,28,87,0,0.00,0,2,.000,3,0.03,25,0.29,12,2,61,0.70,0,1,1,0.01,25.5,0.3
Trinity International,DS,9,15,2,0.13,0,2,1.000,0,0.00,2,0.13,2,1,1,0.07,0,0,0,0.00,4.0,0.3
Trinity International,MB,17,37,54,1.46,35,152,.125,3,0.08,6,0.16,32,2,27,0.73,2,8,10,0.27,66.0,1.8
Trinity International,MB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trinity International,MB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trinity International,S,17,28,1,0.04,3,9,-.222,32,1.14,2,0.07,2,1,10,0.36,0,0,0,0.00,3.0,0.1
Trinity International,OH,27,52,34,0.65,24,123,.081,51,0.98,2,0.04,43,3,26,0.50,2,13,15,0.29,44.5,0.9
Trinity International,S,32,114,23,0.20,13,100,.100,1042,9.14,24,0.21,8,2,251,2.20,0,6,6,0.05,50.0,0.4
Trinity International,S,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Trinity International,DS,32,115,2,0.02,1,16,.063,8,0.07,35,0.30,60,7,201,1.75,0,0,0,0.00,37.0,0.3
Trinity International,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trinity International,OH,32,117,473,4.04,214,1316,.197,15,0.13,29,0.25,544,29,336,2.87,14,29,43,0.37,530.5,4.5
Trinity International,MB,28,94,105,1.12,44,326,.187,5,0.05,4,0.04,10,1,32,0.34,18,38,56,0.60,146.0,1.6
Trinity International,S,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,1,1,0.50,0.5,0.3
Trinity International,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trinity International,MB,6,10,3,0.30,3,13,.000,0,0.00,0,0.00,2,0,3,0.30,0,2,2,0.20,4.0,0.4
Trinity International,MB,31,112,214,1.91,83,520,.252,6,0.05,3,0.03,33,0,34,0.30,9,41,50,0.45,246.5,2.2
Trinity International,MB,10,16,5,0.31,6,29,-.034,0,0.00,0,0.00,6,1,4,0.25,2,5,7,0.44,9.5,0.6
Trinity International,DS,4,4,0,0.00,0,1,.000,1,0.25,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Trinity International,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
UC Merced,MB,24,90,222,2.47,138,647,.130,2,0.02,0,0.00,143,24,40,0.44,10,33,43,0.48,248.5,2.8
UC Merced,S,14,27,2,0.07,2,11,.000,47,1.74,0,0.00,5,2,28,1.04,0,0,0,0.00,2.0,0.1
UC Merced,OH,16,36,23,0.64,16,71,.099,0,0.00,0,0.00,31,2,5,0.14,1,0,1,0.03,24.0,0.7
UC Merced,L,26,88,1,0.01,2,16,-.063,16,0.18,15,0.17,267,26,181,2.06,0,0,0,0.00,16.0,0.2
UC Merced,DS,26,98,6,0.06,11,44,-.114,51,0.52,26,0.27,374,35,236,2.41,0,0,0,0.00,32.0,0.3
UC Merced,L/DS,23,76,1,0.01,1,8,.000,4,0.05,20,0.26,106,4,75,0.99,0,0,0,0.00,21.0,0.3
UC Merced,OH,24,90,47,0.52,28,167,.114,25,0.28,26,0.29,338,41,179,1.99,0,4,4,0.04,75.0,0.8
UC Merced,OH,23,75,69,0.92,51,236,.076,10,0.13,1,0.01,163,11,59,0.79,0,6,6,0.08,73.0,1.0
UC Merced,DS/L,25,78,0,0.00,2,22,-.091,7,0.09,9,0.12,234,24,138,1.77,0,0,0,0.00,9.0,0.1
UC Merced,S/OH,24,85,131,1.54,76,406,.135,311,3.66,17,0.20,40,2,180,2.12,6,23,29,0.34,165.5,1.9
UC Merced,MB,26,97,128,1.32,44,306,.275,10,0.10,0,0.00,14,0,23,0.24,19,51,70,0.72,172.5,1.8
UC Merced,S,15,36,0,0.00,2,6,-.333,86,2.39,10,0.28,2,0,30,0.83,0,0,0,0.00,10.0,0.3
UC Merced,RS,18,40,35,0.88,27,128,.063,2,0.05,0,0.00,3,0,23,0.57,0,6,6,0.15,38.0,0.9
UC Merced,OH,26,96,176,1.83,96,609,.131,6,0.06,2,0.02,127,20,50,0.52,6,22,28,0.29,195.0,2.0
UC Merced,S,26,96,7,0.07,1,29,.207,410,4.27,19,0.20,4,1,172,1.79,0,0,0,0.00,26.0,0.3
UC Merced,MB,25,92,111,1.21,48,275,.229,9,0.10,0,0.00,13,4,20,0.22,17,50,67,0.73,153.0,1.7
UC Merced,RS,20,74,106,1.43,42,304,.211,5,0.07,0,0.00,28,2,27,0.36,5,18,23,0.31,120.0,1.6
UC Merced,OH,9,19,2,0.11,1,10,.100,1,0.05,7,0.37,17,2,20,1.05,0,0,0,0.00,9.0,0.5
Truett McConnell,OH,35,118,247,2.09,117,707,.184,9,0.08,1,0.01,153,9,102,0.86,7,28,35,0.30,269.0,2.3
Truett McConnell,OPP,7,8,3,0.38,2,11,.091,0,0.00,0,0.00,3,1,2,0.25,0,2,2,0.25,4.0,0.5
Truett McConnell,DS,4,4,0,0.00,0,0,-,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Truett McConnell,OH/MB,8,9,2,0.22,2,4,.000,0,0.00,0,0.00,0,0,1,0.11,0,0,0,0.00,2.0,0.2
Truett McConnell,OPP,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,1,0.50,0,0,0,0.00,0.0,0.0
Truett McConnell,DS,23,66,0,0.00,0,7,.000,2,0.03,12,0.18,60,4,57,0.86,0,0,0,0.00,12.0,0.2
Truett McConnell,MB/OH,36,122,250,2.05,102,652,.227,8,0.07,1,0.01,11,1,48,0.39,17,55,72,0.59,295.5,2.4
Truett McConnell,S/OPP,35,122,31,0.25,21,176,.057,950,7.79,17,0.14,29,2,251,2.06,4,24,28,0.23,64.0,0.5
Truett McConnell,S/DS,8,10,1,0.10,0,2,.500,5,0.50,0,0.00,2,0,1,0.10,0,0,0,0.00,1.0,0.1
Truett McConnell,OH,6,7,1,0.14,0,4,.250,1,0.14,0,0.00,0,0,3,0.43,0,0,0,0.00,1.0,0.1
Truett McConnell,OH,36,125,381,3.05,188,1039,.186,20,0.16,22,0.18,518,37,281,2.25,11,38,49,0.39,433.0,3.5
Truett McConnell,DS,17,48,2,0.04,0,3,.667,1,0.02,4,0.08,17,0,18,0.38,0,0,0,0.00,6.0,0.1
Truett McConnell,MB,5,7,0,0.00,1,2,-.500,0,0.00,0,0.00,4,0,2,0.29,0,0,0,0.00,0.0,0.0
Truett McConnell,S,4,4,0,0.00,1,2,-.500,1,0.25,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Truett McConnell,S/OPP,36,125,11,0.09,9,49,.041,248,1.98,40,0.32,236,16,260,2.08,1,0,1,0.01,52.0,0.4
Truett McConnell,MB,12,18,9,0.50,4,38,.132,0,0.00,0,0.00,1,1,1,0.06,3,3,6,0.33,13.5,0.8
Truett McConnell,DS,28,78,4,0.05,7,27,-.111,18,0.23,24,0.31,216,19,139,1.78,1,0,1,0.01,29.0,0.4
Truett McConnell,OPP,7,10,1,0.10,2,9,-.111,1,0.10,0,0.00,1,0,3,0.30,1,0,1,0.10,2.0,0.2
Truett McConnell,DS/OH,3,4,1,0.25,1,2,.000,0,0.00,0,0.00,0,0,1,0.25,0,0,0,0.00,1.0,0.3
Truett McConnell,OPP/OH,26,62,81,1.31,52,282,.103,2,0.03,0,0.00,55,6,35,0.56,2,4,6,0.10,85.0,1.4
Truett McConnell,MB,36,125,261,2.09,87,602,.289,5,0.04,0,0.00,10,1,41,0.33,34,53,87,0.70,321.5,2.6
Truett McConnell,DS,29,73,2,0.03,2,12,.000,13,0.18,14,0.19,148,7,131,1.79,0,0,0,0.00,16.0,0.2
Truett McConnell,OH/DS,30,101,162,1.60,89,665,.110,22,0.22,12,0.12,342,12,307,3.04,4,18,22,0.22,187.0,1.9
Truett McConnell,S/DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Truett McConnell,S/DS,32,104,1,0.01,7,33,-.182,43,0.41,53,0.51,576,32,393,3.78,0,0,0,0.00,54.0,0.5
Truett McConnell,DS,2,2,0,0.00,0,0,-,1,0.50,1,0.50,4,1,3,1.50,0,0,0,0.00,1.0,0.5
Truett McConnell,DS,2,2,0,0.00,1,1,-1.000,0,0.00,0,0.00,0,0,2,1.00,0,0,0,0.00,0.0,0.0
Truett McConnell,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Truett McConnell,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Truett McConnell,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Trinity Christian,DS,31,104,2,0.02,5,22,-.136,76,0.73,13,0.13,582,52,387,3.72,0,0,0,0.00,15.0,0.1
Trinity Christian,DS,29,78,3,0.04,6,16,-.188,16,0.21,14,0.18,294,31,159,2.04,0,0,0,0.00,17.0,0.2
Trinity Christian,S/DS,32,109,30,0.28,6,79,.304,423,3.88,11,0.10,5,0,173,1.59,0,0,0,0.00,41.0,0.4
Trinity Christian,L/DS,30,96,2,0.02,2,19,.000,15,0.16,26,0.27,298,28,153,1.59,0,0,0,0.00,28.0,0.3
Trinity Christian,S,32,106,43,0.41,23,149,.134,387,3.65,5,0.05,2,1,32,0.30,2,13,15,0.14,56.5,0.5
Trinity Christian,MB,30,85,83,0.98,76,308,.023,4,0.05,2,0.02,10,3,46,0.54,0,26,26,0.31,98.0,1.2
Trinity Christian,OH/OPP,21,45,23,0.51,33,111,-.090,4,0.09,2,0.04,27,4,14,0.31,3,10,13,0.29,33.0,0.7
Trinity Christian,MB,32,109,210,1.93,151,793,.074,25,0.23,19,0.17,706,55,243,2.23,3,15,18,0.17,239.5,2.2
Tougaloo,MB,31,101,81,0.80,64,259,.066,2,0.02,1,0.01,4,3,20,0.20,13,19,32,0.32,104.5,1.0
Tougaloo,OH,26,80,226,2.83,167,697,.085,11,0.14,17,0.21,194,18,173,2.16,9,12,21,0.26,258.0,3.2
Tougaloo,S/RS,32,105,80,0.76,46,342,.099,540,5.14,29,0.28,29,5,184,1.75,5,15,20,0.19,121.5,1.2
Tougaloo,RS/MB,2,5,1,0.20,0,1,1.000,0,0.00,0,0.00,1,0,1,0.20,0,0,0,0.00,1.0,0.2
Tougaloo,L/DS,25,78,3,0.04,12,67,-.134,22,0.28,15,0.19,529,59,252,3.23,0,0,0,0.00,18.0,0.2
Tougaloo,RS/MB,31,99,102,1.03,98,454,.009,4,0.04,10,0.10,147,12,71,0.72,10,15,25,0.25,129.5,1.3
Tougaloo,RS/OH,29,90,60,0.67,83,321,-.072,11,0.12,9,0.10,187,29,118,1.31,3,9,12,0.13,76.5,0.8
Tougaloo,DS/L,14,35,4,0.11,12,37,-.216,10,0.29,10,0.29,121,20,54,1.54,0,0,0,0.00,14.0,0.4
Tougaloo,DS/S/L,32,103,41,0.40,49,281,-.028,44,0.43,24,0.23,483,36,291,2.83,0,1,1,0.01,65.5,0.6
Tougaloo,OH,26,64,55,0.86,58,216,-.014,6,0.09,2,0.03,57,8,57,0.89,4,8,12,0.19,65.0,1.0
Tougaloo,MB,29,91,83,0.91,80,325,.009,7,0.08,15,0.16,14,3,30,0.33,6,26,32,0.35,117.0,1.3
Tougaloo,DS/RS,32,98,12,0.12,43,115,-.270,7,0.07,16,0.16,292,49,110,1.12,0,1,1,0.01,28.5,0.3
Vanguard,DS,18,51,2,0.04,1,7,.143,3,0.06,5,0.10,76,7,82,1.61,0,0,0,0.00,7.0,0.1
Vanguard,LB,28,88,3,0.03,0,6,.500,18,0.20,20,0.23,125,6,104,1.18,0,1,1,0.01,23.5,0.3
Vanguard,S,6,6,0,0.00,0,0,-,3,0.50,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Vanguard,S,31,114,8,0.07,3,27,.185,626,5.49,33,0.29,4,1,213,1.87,0,0,0,0.00,41.0,0.4
Vanguard,OH,17,39,69,1.77,40,176,.165,2,0.05,2,0.05,84,7,48,1.23,0,5,5,0.13,73.5,1.9
Vanguard,OH,28,85,132,1.55,85,372,.126,3,0.04,0,0.00,7,0,27,0.32,1,45,46,0.54,155.5,1.8
Vanguard,MB,31,114,215,1.89,67,519,.285,9,0.08,0,0.00,33,1,27,0.24,18,86,104,0.91,276.0,2.4
Vanguard,DS,18,49,1,0.02,1,5,.000,4,0.08,9,0.18,34,3,29,0.59,0,0,0,0.00,10.0,0.2
Vanguard,OH,23,67,119,1.78,54,382,.170,6,0.09,0,0.00,1,0,45,0.67,2,25,27,0.40,133.5,2.0
Vanguard,OH,24,87,226,2.60,106,702,.171,18,0.21,22,0.25,541,40,205,2.36,4,20,24,0.28,262.0,3.0
Vanguard,MB,31,110,118,1.07,49,288,.240,11,0.10,0,0.00,16,2,25,0.23,13,78,91,0.83,170.0,1.5
Vanguard,OH,8,10,6,0.60,4,12,.167,2,0.20,0,0.00,16,6,2,0.20,0,0,0,0.00,6.0,0.6
Vanguard,OH,31,110,339,3.08,189,941,.159,18,0.16,22,0.20,672,45,312,2.84,10,37,47,0.43,389.5,3.5
Vanguard,MB,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Vanguard,OH,2,3,1,0.33,1,6,.000,0,0.00,0,0.00,0,0,1,0.33,0,5,5,1.67,3.5,1.2
Vanguard,S,31,114,1,0.01,7,12,-.500,506,4.44,45,0.39,2,0,184,1.61,0,0,0,0.00,46.0,0.4
Vanguard,OH,3,3,0,0.00,1,2,-.500,0,0.00,0,0.00,2,0,0,0.00,0,1,1,0.33,0.5,0.2
Vanguard,DS,31,114,2,0.02,3,33,-.030,105,0.92,41,0.36,528,36,399,3.50,0,0,0,0.00,43.0,0.4
Vanguard,OH,28,89,159,1.79,85,429,.172,2,0.02,0,0.00,5,1,32,0.36,9,39,48,0.54,187.5,2.1
Vanguard,DS,9,14,0,0.00,0,0,-,1,0.07,2,0.14,26,2,9,0.64,0,0,0,0.00,2.0,0.1
University of Northwestern Ohio,OH,9,20,1,0.05,0,1,1.000,1,0.05,0,0.00,85,7,28,1.40,0,0,0,0.00,1.0,0.1
University of Northwestern Ohio,MB,20,58,90,1.55,44,225,.204,3,0.05,0,0.00,2,1,12,0.21,14,12,26,0.45,110.0,1.9
University of Northwestern Ohio,DS,32,125,10,0.08,9,51,.020,39,0.31,36,0.29,517,37,291,2.33,0,0,0,0.00,46.0,0.4
University of Northwestern Ohio,OH,24,84,3,0.04,2,9,.111,8,0.10,5,0.06,273,20,128,1.52,0,0,0,0.00,8.0,0.1
University of Northwestern Ohio,DS,28,113,3,0.03,8,22,-.227,84,0.74,28,0.25,500,47,495,4.38,0,0,0,0.00,31.0,0.3
University of Northwestern Ohio,S,32,127,70,0.55,26,222,.198,572,4.50,12,0.09,6,1,131,1.03,2,15,17,0.13,91.5,0.7
University of Northwestern Ohio,OH,30,121,369,3.05,210,1180,.135,7,0.06,60,0.50,593,33,321,2.65,11,20,31,0.26,450.0,3.7
University of Northwestern Ohio,OH,20,81,244,3.01,147,733,.132,0,0.00,0,0.00,113,11,60,0.74,3,25,28,0.35,259.5,3.2
University of Northwestern Ohio,MB,31,122,207,1.70,92,610,.189,8,0.07,8,0.07,51,1,56,0.46,13,55,68,0.56,255.5,2.1
University of Northwestern Ohio,MB,32,125,175,1.40,85,533,.169,10,0.08,60,0.48,4,1,61,0.49,15,64,79,0.63,282.0,2.3
University of Northwestern Ohio,OH,27,106,199,1.88,121,679,.115,12,0.11,24,0.23,352,16,149,1.41,6,22,28,0.26,240.0,2.3
University of Northwestern Ohio,S,32,127,2,0.02,7,23,-.217,581,4.57,28,0.22,4,0,156,1.23,0,0,0,0.00,30.0,0.2
University of Northwestern Ohio,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
University of Northwestern Ohio,MB,21,71,95,1.34,43,310,.168,3,0.04,0,0.00,0,0,23,0.32,4,32,36,0.51,115.0,1.6
University of Northwestern Ohio,DS,4,10,0,0.00,0,0,-,0,0.00,3,0.30,7,1,6,0.60,0,0,0,0.00,3.0,0.3
Union,OH/RS,31,124,233,1.88,120,693,.163,9,0.07,1,0.01,80,3,84,0.68,5,30,35,0.28,254.0,2.0
Union,DS,13,21,0,0.00,0,3,.000,0,0.00,4,0.19,15,3,7,0.33,0,0,0,0.00,4.0,0.2
Union,RS/OH,29,109,111,1.02,89,382,.058,5,0.05,1,0.01,68,10,32,0.29,1,16,17,0.16,121.0,1.1
Union,L/RS,31,122,2,0.02,4,25,-.080,31,0.25,19,0.16,412,27,280,2.30,0,0,0,0.00,21.0,0.2
Union,OH/RS,31,124,189,1.52,97,719,.128,11,0.09,9,0.07,135,4,82,0.66,4,30,34,0.27,217.0,1.8
Union,DS/RS,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,1,1,1.00,0.5,0.5
Union,MH/RS,11,25,6,0.24,12,37,-.162,0,0.00,0,0.00,4,1,2,0.08,1,4,5,0.20,9.0,0.4
Union,S/RS,12,16,0,0.00,2,4,-.500,8,0.50,0,0.00,4,0,5,0.31,0,0,0,0.00,0.0,0.0
Union,DS/OH,22,73,3,0.04,5,12,-.167,8,0.11,0,0.00,250,27,84,1.15,0,0,0,0.00,3.0,0.0
Union,MH/OH,31,124,323,2.60,106,735,.295,40,0.32,26,0.21,283,12,236,1.90,45,65,110,0.89,426.5,3.4
Union,S/DS,31,124,9,0.07,6,32,.094,216,1.74,16,0.13,403,33,312,2.52,0,0,0,0.00,25.0,0.2
Union,OH/RS,30,120,335,2.79,154,1016,.178,10,0.08,3,0.03,121,7,93,0.78,7,34,41,0.34,362.0,3.0
Union,S/DS,17,45,10,0.22,7,46,.065,125,2.78,13,0.29,41,6,82,1.82,1,1,2,0.04,24.5,0.5
Union,MH/OH,27,103,127,1.23,60,378,.177,12,0.12,2,0.02,51,5,35,0.34,19,41,60,0.58,168.5,1.6
Union,S/RS,21,71,13,0.18,12,81,.012,322,4.54,5,0.07,3,0,121,1.70,1,3,4,0.06,20.5,0.3
Union,DS/L,26,46,2,0.04,1,5,.200,3,0.07,6,0.13,76,8,33,0.72,0,1,1,0.02,8.5,0.2
Union,S/DS,30,114,12,0.11,9,61,.049,412,3.61,52,0.46,29,7,198,1.74,0,0,0,0.00,64.0,0.6
Union,DS/OH,24,86,4,0.05,3,16,.063,47,0.55,12,0.14,394,62,239,2.78,0,0,0,0.00,16.0,0.2
Valley City State,MB,27,111,399,3.59,159,1177,.204,4,0.04,15,0.14,90,7,112,1.01,5,42,47,0.42,440.0,4.0
Valley City State,DS,2,5,0,0.00,0,0,-,0,0.00,1,0.20,3,2,4,0.80,0,0,0,0.00,1.0,0.2
Valley City State,DS,2,2,0,0.00,1,1,-1.000,0,0.00,0,0.00,3,1,0,0.00,0,0,0,0.00,0.0,0.0
Valley City State,S,27,103,6,0.06,9,38,-.079,167,1.62,28,0.27,303,15,344,3.34,0,0,0,0.00,34.0,0.3
Valley City State,OH,27,111,204,1.84,115,742,.120,8,0.07,0,0.00,6,1,34,0.31,14,81,95,0.86,258.5,2.3
Valley City State,OH,27,111,19,0.17,20,129,-.008,15,0.14,5,0.05,420,25,234,2.11,0,1,1,0.01,24.5,0.2
Valley City State,S,19,61,3,0.05,1,11,.182,69,1.13,13,0.21,16,0,62,1.02,0,0,0,0.00,16.0,0.3
Valley City State,MB,27,111,218,1.96,96,735,.166,14,0.13,10,0.09,625,24,290,2.61,6,61,67,0.60,264.5,2.4
Valley City State,OH,27,111,157,1.41,115,581,.072,2,0.02,0,0.00,2,0,63,0.57,2,47,49,0.44,182.5,1.6
Valley City State,OH,27,110,235,2.14,107,740,.173,0,0.00,0,0.00,92,2,50,0.45,3,43,46,0.42,259.5,2.4
Valley City State,DS,5,8,0,0.00,0,0,-,0,0.00,0,0.00,5,2,2,0.25,0,0,0,0.00,0.0,0.0
Valley City State,S,24,100,81,0.81,49,360,.089,911,9.11,10,0.10,36,1,306,3.06,3,30,33,0.33,109.0,1.1
Valley City State,DS,27,111,18,0.16,9,101,.089,69,0.62,38,0.34,646,17,586,5.28,0,3,3,0.03,57.5,0.5
University of Health Sciences and Pharmacy,OH,16,33,33,1.00,34,182,-.005,1,0.03,0,0.00,20,1,5,0.15,1,3,4,0.12,35.5,1.1
University of Health Sciences and Pharmacy,DS,30,104,1,0.01,2,24,-.042,17,0.16,24,0.23,280,11,222,2.13,0,0,0,0.00,25.0,0.2
University of Health Sciences and Pharmacy,DS,32,121,93,0.77,90,526,.006,17,0.14,36,0.30,415,21,340,2.81,0,8,8,0.07,133.0,1.1
University of Health Sciences and Pharmacy,DS,30,112,5,0.04,9,80,-.050,31,0.28,29,0.26,645,56,500,4.46,0,0,0,0.00,34.0,0.3
University of Health Sciences and Pharmacy,DS,31,114,4,0.04,1,19,.158,14,0.12,33,0.29,374,36,271,2.38,0,1,1,0.01,37.5,0.3
